title,year,cited_by,doi,venue,authors,method_relevance,areas,doi_url,oa_pdf_url,landing_url,openalex_url,is_oa
Machine Learning in Agriculture: A Comprehensive Updated Review,2021,825,10.3390/s21113758,Sensors,Lefteris Benos; Aristotelis C. Tagarakis; Georgios Dolias,0.0,fewshot_species_rs,https://doi.org/10.3390/s21113758,https://www.mdpi.com/1424-8220/21/11/3758/pdf?version=1622446805,https://doi.org/10.3390/s21113758,https://openalex.org/W3165319944,True
"An overview of current applications, challenges, and future trends in distributed process-based models in hydrology",2016,680,10.1016/j.jhydrol.2016.03.026,Journal of Hydrology,Simone Fatichi; Enrique R. Vivoni; Fred L. Ogden,0.0,fm_riparian,https://doi.org/10.1016/j.jhydrol.2016.03.026,https://www.sciencedirect.com/science/article/am/pii/S0022169416301317?via%3Dihub,https://doi.org/10.1016/j.jhydrol.2016.03.026,https://openalex.org/W2303468042,True
Deep learning models for digital image processing: a review,2024,549,10.1007/s10462-023-10631-z,Artificial Intelligence Review,R Archana; P. S. Eliahim Jeevaraj,0.0,weak_supervision_rs,https://doi.org/10.1007/s10462-023-10631-z,https://link.springer.com/content/pdf/10.1007/s10462-023-10631-z.pdf,https://doi.org/10.1007/s10462-023-10631-z,https://openalex.org/W4390650730,True
Deep Learning for Land Use and Land Cover Classification Based on Hyperspectral and Multispectral Earth Observation Data: A Review,2020,435,10.3390/rs12152495,Remote Sensing,Ava Vali; Sara Comai; Matteo Matteucci,0.0,self_supervised_veg,https://doi.org/10.3390/rs12152495,https://www.mdpi.com/2072-4292/12/15/2495/pdf?version=1596620773,https://doi.org/10.3390/rs12152495,https://openalex.org/W3047317383,True
Deep-learning-based information mining from ocean remote-sensing imagery,2020,399,10.1093/nsr/nwaa047,National Science Review,Xiaofeng Li; Bin Liu; Gang Zheng,0.0,weak_supervision_rs,https://doi.org/10.1093/nsr/nwaa047,https://academic.oup.com/nsr/article-pdf/7/10/1584/33882218/nwaa047.pdf,https://doi.org/10.1093/nsr/nwaa047,https://openalex.org/W3011560410,True
Will remote sensing shape the next generation of species distribution models?,2015,346,10.1002/rse2.7,Remote Sensing in Ecology and Conservation,Kate S. He; Bethany A. Bradley; Anna F. Cord,0.0,invasive_phenology_ts,https://doi.org/10.1002/rse2.7,https://doi.org/10.1002/rse2.7,https://doi.org/10.1002/rse2.7,https://openalex.org/W2139560201,True
The NorWeST Summer Stream Temperature Model and Scenarios for the Western U.S.: A Crowd‐Sourced Database and New Geospatial Tools Foster a User Community and Predict Broad Climate Warming of Rivers and Streams,2017,304,10.1002/2017wr020969,Water Resources Research,Daniel J. Isaak; Seth J. Wenger; Erin E. Peterson,0.0,fm_riparian,https://doi.org/10.1002/2017wr020969,https://agupubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/2017WR020969,https://doi.org/10.1002/2017wr020969,https://openalex.org/W2767154315,True
Remote sensing of soil degradation: Progress and perspective,2023,282,10.1016/j.iswcr.2023.03.002,International Soil and Water Conservation Research,Jingzhe Wang; Jianing Zhen; Weifang Hu,0.0,fm_riparian,https://doi.org/10.1016/j.iswcr.2023.03.002,https://doi.org/10.1016/j.iswcr.2023.03.002,https://doi.org/10.1016/j.iswcr.2023.03.002,https://openalex.org/W4324342656,True
A Survey on Deep Learning-Based Change Detection from High-Resolution Remote Sensing Images,2022,265,10.3390/rs14071552,Remote Sensing,Huiwei Jiang; Min Peng; Yuanjun Zhong,0.0,weak_supervision_rs,https://doi.org/10.3390/rs14071552,https://www.mdpi.com/2072-4292/14/7/1552/pdf?version=1648046350,https://doi.org/10.3390/rs14071552,https://openalex.org/W4229002315,True
Applications of machine learning to water resources management: A review of present status and future opportunities,2024,225,10.1016/j.jclepro.2024.140715,Journal of Cleaner Production,Ashraf Ahmed; Sakina Sayed; Antoifi Abdoulhalik,0.0,fewshot_species_rs,https://doi.org/10.1016/j.jclepro.2024.140715,https://doi.org/10.1016/j.jclepro.2024.140715,https://doi.org/10.1016/j.jclepro.2024.140715,https://openalex.org/W4390741805,True
A Systematic Review on Advancements in Remote Sensing for Assessing and Monitoring Land Use and Land Cover Changes Impacts on Surface Water Resources in Semi-Arid Tropical Environments,2023,208,10.3390/rs15163926,Remote Sensing,Makgabo Johanna Mashala; Timothy Dube; Bester Tawona Mudereri,0.0,fm_riparian,https://doi.org/10.3390/rs15163926,https://www.mdpi.com/2072-4292/15/16/3926/pdf?version=1691489166,https://doi.org/10.3390/rs15163926,https://openalex.org/W4385655182,True
Remote-Sensing Data and Deep-Learning Techniques in Crop Mapping and Yield Prediction: A Systematic Review,2023,205,10.3390/rs15082014,Remote Sensing,Abhasha Joshi; Biswajeet Pradhan; Shilpa Gite,0.0,weak_supervision_rs,https://doi.org/10.3390/rs15082014,https://www.mdpi.com/2072-4292/15/8/2014/pdf?version=1681196148,https://doi.org/10.3390/rs15082014,https://openalex.org/W4364379307,True
Urban Land Use and Land Cover Classification Using Novel Deep Learning Models Based on High Spatial Resolution Satellite Imagery,2018,203,10.3390/s18113717,Sensors,Pengbin Zhang; Yinghai Ke; Zhenxin Zhang,0.0,weak_supervision_rs,https://doi.org/10.3390/s18113717,https://www.mdpi.com/1424-8220/18/11/3717/pdf?version=1541058133,https://doi.org/10.3390/s18113717,https://openalex.org/W2899315938,True
What is the relationship between land use and surface water quality? A review and prospects from remote sensing perspective,2022,197,10.1007/s11356-022-21348-x,Environmental Science and Pollution Research,Chunyan Cheng; Fei Zhang; Jingchao Shi,0.0,fm_riparian,https://doi.org/10.1007/s11356-022-21348-x,https://link.springer.com/content/pdf/10.1007/s11356-022-21348-x.pdf,https://doi.org/10.1007/s11356-022-21348-x,https://openalex.org/W4282978935,True
"Review of Remote Sensing-Based Methods for Forest Aboveground Biomass Estimation: Progress, Challenges, and Prospects",2023,196,10.3390/f14061086,Forests,Lei Tian; Xiaocan Wu; Tao Yu,0.0,fm_riparian,https://doi.org/10.3390/f14061086,https://www.mdpi.com/1999-4907/14/6/1086/pdf?version=1684931012,https://doi.org/10.3390/f14061086,https://openalex.org/W4378229303,True
Big Data and Machine Learning With Hyperspectral Information in Agriculture,2021,194,10.1109/access.2021.3051196,IEEE Access,Li-Minn Ang; Jasmine Kah Phooi Seng,0.0,riparian_s2_ml,https://doi.org/10.1109/access.2021.3051196,https://ieeexplore.ieee.org/ielx7/6287639/9312710/09328849.pdf,https://doi.org/10.1109/access.2021.3051196,https://openalex.org/W3121188342,True
Groundwater-dependent ecosystems: recent insights from satellite and field-based studies,2015,185,10.5194/hess-19-4229-2015,Hydrology and earth system sciences,Derek Eamus; Sepideh Zolfaghar; Randol Villalobos‐Vega,0.0,tamarisk_phenology,https://doi.org/10.5194/hess-19-4229-2015,https://www.hydrol-earth-syst-sci.net/19/4229/2015/hess-19-4229-2015.pdf,https://doi.org/10.5194/hess-19-4229-2015,https://openalex.org/W1796251014,True
A Review of Practical AI for Remote Sensing in Earth Sciences,2023,174,10.3390/rs15164112,Remote Sensing,Bhargavi Janga; Gokul Prathin Asamani; Ziheng Sun,0.0,fm_finetune_seg; fewshot_species_rs,https://doi.org/10.3390/rs15164112,https://www.mdpi.com/2072-4292/15/16/4112/pdf?version=1692753489,https://doi.org/10.3390/rs15164112,https://openalex.org/W4386050676,True
Analyses of land use and land cover change dynamics using GIS and remote sensing during 1984 and 2015 in the Beressa Watershed Northern Central Highland of Ethiopia,2016,165,10.1007/s40808-016-0233-4,Modeling Earth Systems and Environment,Tesfa Worku Meshesha; Sweta Tripathi; Deepak Khare,0.0,fm_riparian,https://doi.org/10.1007/s40808-016-0233-4,https://link.springer.com/content/pdf/10.1007/s40808-016-0233-4.pdf,https://doi.org/10.1007/s40808-016-0233-4,https://openalex.org/W2528933162,True
Whale counting in satellite and aerial images with deep learning,2019,163,10.1038/s41598-019-50795-9,Scientific Reports,Emilio Guirado; Siham Tabik; Marga L. Rivas,0.0,fewshot_species_rs,https://doi.org/10.1038/s41598-019-50795-9,https://www.nature.com/articles/s41598-019-50795-9.pdf,https://doi.org/10.1038/s41598-019-50795-9,https://openalex.org/W2977497713,True
Survey of Deep-Learning Approaches for Remote Sensing Observation Enhancement,2019,146,10.3390/s19183929,Sensors,Grigorios Tsagkatakis; Anastasia Aidini; Konstantina Fotiadou,0.0,fm_finetune_seg,https://doi.org/10.3390/s19183929,https://www.mdpi.com/1424-8220/19/18/3929/pdf?version=1568274209,https://doi.org/10.3390/s19183929,https://openalex.org/W2973184731,True
Remote sensing as a tool for monitoring plant invasions: Testing the effects of data resolution and image classification approach on the detection of a model plant species Heracleum mantegazzianum (giant hogweed),2013,130,10.1016/j.jag.2013.03.004,International Journal of Applied Earth Observation and Geoinformation,Jana Müllerová; Jan Pergl; Petr Pyšek,0.0,invasive_phenology_ts,https://doi.org/10.1016/j.jag.2013.03.004,http://hdl.handle.net/10019.1/120833,http://hdl.handle.net/10019.1/120833,https://openalex.org/W2149861467,True
Recent Advances in Unmanned Aerial Vehicles Forest Remote Sensing—A Systematic Review. Part II: Research Applications,2021,124,10.3390/f12040397,Forests,Riccardo Dainelli; Piero Toscano; Salvatore Filippo Di Gennaro,0.0,fm_riparian,https://doi.org/10.3390/f12040397,https://www.mdpi.com/1999-4907/12/4/397/pdf?version=1617937390,https://doi.org/10.3390/f12040397,https://openalex.org/W3150615185,True
The use of remote sensing to characterise hydromorphological properties of European rivers,2015,120,10.1007/s00027-015-0430-7,Aquatic Sciences,Simone Bizzi; Luca Demarchi; Robert Grabowski,0.0,fm_riparian,https://doi.org/10.1007/s00027-015-0430-7,https://link.springer.com/content/pdf/10.1007%2Fs00027-015-0430-7.pdf,https://doi.org/10.1007/s00027-015-0430-7,https://openalex.org/W2258370669,True
Urban Vegetation Mapping from Aerial Imagery Using Explainable AI (XAI),2021,115,10.3390/s21144738,Sensors,Abolfazl Abdollahi; Biswajeet Pradhan,0.0,fm_riparian; riparian_s2_ml,https://doi.org/10.3390/s21144738,https://www.mdpi.com/1424-8220/21/14/4738/pdf?version=1625997215,https://doi.org/10.3390/s21144738,https://openalex.org/W3181256602,True
Intermittent rivers and ephemeral streams: Perspectives for critical zone science and research on socio‐ecosystems,2021,105,10.1002/wat2.1523,Wiley Interdisciplinary Reviews Water,Ophélie Fovet; Axel Belemtougri; Laurie Boithias,0.0,dryland_riparian_change,https://doi.org/10.1002/wat2.1523,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/wat2.1523,https://doi.org/10.1002/wat2.1523,https://openalex.org/W3157470893,True
A Comprehensive Survey of Deep Learning Approaches in Image Processing,2025,104,10.3390/s25020531,Sensors,Μαρία Τρίγκα; Ηλίας Δρίτσας,0.0,fewshot_species_rs,https://doi.org/10.3390/s25020531,https://www.mdpi.com/1424-8220/25/2/531/pdf?version=1737121212,https://doi.org/10.3390/s25020531,https://openalex.org/W4406526284,True
"Predicting natural channel patterns based on landscape and geomorphic controls in the Columbia River basin, USA",2013,97,10.1002/2013wr013629,Water Resources Research,Tim Beechie; Hiroo Imaki,0.0,corridor_vbet,https://doi.org/10.1002/2013wr013629,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/2013WR013629,https://doi.org/10.1002/2013wr013629,https://openalex.org/W1896869538,True
From single- to multi-modal remote sensing imagery interpretation: a survey and taxonomy,2023,93,10.1007/s11432-022-3588-0,Science China Information Sciences,Xian Sun; Yu Tian; Wanxuan Lu,0.0,fewshot_species_rs,https://doi.org/10.1007/s11432-022-3588-0,https://link.springer.com/content/pdf/10.1007/s11432-022-3588-0.pdf,https://doi.org/10.1007/s11432-022-3588-0,https://openalex.org/W4362465355,True
Role of Acetic Acid Bacteria in Food and Beverages,2022,70,10.17113/ftb.61.01.23.7811,Food Technology and Biotechnology,Natália Norika Yassunaka Hata; Mônica Surek; Daniele Sartori,0.0,russian_olive,https://doi.org/10.17113/ftb.61.01.23.7811,http://www.ftb.com.hr/images/pdfarticles/2023/January-March/FTB-61-85.pdf,https://doi.org/10.17113/ftb.61.01.23.7811,https://openalex.org/W4309118441,True
Remote Sensing Applications in Monitoring of Protected Areas,2020,46,10.3390/rs12091370,Remote Sensing,Yeqiao Wang; Zhong Lu; Yongwei Sheng,0.0,tamarisk_phenology,https://doi.org/10.3390/rs12091370,https://www.mdpi.com/2072-4292/12/9/1370/pdf?version=1588083121,https://doi.org/10.3390/rs12091370,https://openalex.org/W3020631510,True
Machine learning assisted remote forestry health assessment: a comprehensive state of the art review,2023,43,10.3389/fpls.2023.1139232,Frontiers in Plant Science,Juan Sebastián Estrada; Andrés Fuentes; Pedro Reszka,0.0,fewshot_species_rs,https://doi.org/10.3389/fpls.2023.1139232,https://www.frontiersin.org/articles/10.3389/fpls.2023.1139232/pdf,https://doi.org/10.3389/fpls.2023.1139232,https://openalex.org/W4379233149,True
Multi-Label Noise Robust Collaborative Learning for Remote Sensing Image Classification,2022,42,10.1109/tnnls.2022.3209992,IEEE Transactions on Neural Networks and Learning Systems,Ahmet Aksoy; Mahdyar Ravanbakhsh; Begüm Demir,0.0,self_supervised_veg,https://doi.org/10.1109/tnnls.2022.3209992,https://ieeexplore.ieee.org/ielx7/5962385/6104215/09926002.pdf,https://doi.org/10.1109/tnnls.2022.3209992,https://openalex.org/W4306914171,True
"Solid waste detection, monitoring and mapping in remote sensing images: A survey",2024,38,10.1016/j.wasman.2024.08.003,Waste Management,Piero Fraternali; Luca Morandini; Sergio Luis Herrera González,0.0,prithvi,https://doi.org/10.1016/j.wasman.2024.08.003,https://doi.org/10.1016/j.wasman.2024.08.003,https://doi.org/10.1016/j.wasman.2024.08.003,https://openalex.org/W4391835764,True
"Comparison of CBERS-04, GF-1, and GF-2 Satellite Panchromatic Images for Mapping Quasi-Circular Vegetation Patches in the Yellow River Delta, China",2018,31,10.3390/s18082733,Sensors,Qingsheng Liu; Chong Huang; Gaohuan Liu,0.0,tamarisk_phenology,https://doi.org/10.3390/s18082733,https://www.mdpi.com/1424-8220/18/8/2733/pdf,https://doi.org/10.3390/s18082733,https://openalex.org/W2888271200,True
GeoAI for Science and the Science of GeoAI,2024,29,10.5311/josis.2024.29.349,Journal of Spatial Information Science,Wenwen Li; Samantha T. Arundel; Song Gao,0.0,prithvi,https://doi.org/10.5311/josis.2024.29.349,https://josis.org/index.php/josis/article/download/349/193,https://doi.org/10.5311/josis.2024.29.349,https://openalex.org/W4402695703,True
A global organism detection and monitoring system for non-native species,2007,28,10.1016/j.ecoinf.2007.03.006,Ecological Informatics,J. H. Graham; Greg Newman; Catherine S. Jarnevich,0.0,russian_olive,https://doi.org/10.1016/j.ecoinf.2007.03.006,https://mountainscholar.org/bitstreams/fb6b58b4-c1a8-4788-8b50-7b2a3f29459b/download,https://hdl.handle.net/10217/243722,https://openalex.org/W2038117923,True
Plants and river morphodynamics: The emergence of fluvial biogeomorphology,2024,25,10.1002/rra.4271,River Research and Applications,Angela M. Gurnell; Walter Bertoldi,0.0,russian_olive,https://doi.org/10.1002/rra.4271,https://doi.org/10.1002/rra.4271,https://doi.org/10.1002/rra.4271,https://openalex.org/W4393986251,True
Looking beyond leaves: variation in nutrient leaching potential of seasonal litterfall among different species within an urban forest,2022,20,10.1007/s11252-022-01217-8,Urban Ecosystems,Sophie K. Hill; Rebecca L. Hale; Joshua B. Grinath,0.0,russian_olive,https://doi.org/10.1007/s11252-022-01217-8,https://link.springer.com/content/pdf/10.1007/s11252-022-01217-8.pdf,https://doi.org/10.1007/s11252-022-01217-8,https://openalex.org/W4214633947,True
Change detection in floodable areas of the Danube delta using radar images,2015,14,10.1007/s11069-015-1809-4,Natural Hazards,Simona Niculescu; Cédric Lardeux; Jenică Hanganu,0.0,russian_olive,https://doi.org/10.1007/s11069-015-1809-4,,https://doi.org/10.1007/s11069-015-1809-4,https://openalex.org/W322744422,False
Quantifying the role of National Forest System and other forested lands in providing surface drinking water supply for the conterminous United States,2022,14,10.2737/wo-gtr-100,,Ning Liu; G. Rebecca Dobbs; Peter V Caldwell,0.0,beetle_defoliation,https://doi.org/10.2737/wo-gtr-100,https://www.fs.usda.gov/research/treesearch/download/64978.pdf,https://doi.org/10.2737/wo-gtr-100,https://openalex.org/W4205467100,True
"Mapping of Soil Properties under Different LandUses in Lesser Karakoram Range, Pakistan",2020,11,10.15244/pjoes/122443,Polish Journal of Environmental Studies,Azfar Hussain; Haibat Ali; Farida Begum,0.0,russian_olive,https://doi.org/10.15244/pjoes/122443,http://www.pjoes.com/pdf-122443-60967?filename=Mapping of Soil.pdf,https://doi.org/10.15244/pjoes/122443,https://openalex.org/W3096827519,True
Remotely Sensed Changes in Vegetation Cover Distribution and Groundwater along the Lower Gila River,2020,10,10.3390/land9090326,Land,Kyle Hartfield; Willem van Leeuwen; Jeffrey K. Gillan,0.0,tamarisk_phenology,https://doi.org/10.3390/land9090326,https://www.mdpi.com/2073-445X/9/9/326/pdf?version=1600420529,https://doi.org/10.3390/land9090326,https://openalex.org/W3086712314,True
Effects of Distinguishing Vegetation Types on the Estimates of Remotely Sensed Evapotranspiration in Arid Regions,2019,8,10.3390/rs11232856,Remote Sensing,Tao Du; Li Wang; Guofu Yuan,0.0,tamarisk_phenology,https://doi.org/10.3390/rs11232856,https://www.mdpi.com/2072-4292/11/23/2856/pdf?version=1575345610,https://doi.org/10.3390/rs11232856,https://openalex.org/W2994540812,True
Learning Representations of Satellite Images From Metadata Supervision,2024,6,10.1007/978-3-031-73383-3_4,Lecture notes in computer science,Jules Bourcier; Gohar Dashyan; Karteek Alahari,0.0,satmae_scalemae,https://doi.org/10.1007/978-3-031-73383-3_4,https://hal.science/hal-04709749/document,https://hal.science/hal-04709749,https://openalex.org/W4402953715,True
A comprehensive survey and assumption of remote sensing foundation modal,2023,4,10.11834/jrs.20233313,National Remote Sensing Bulletin,Kun Fu; Wanxuan Lu; LIU Xiaoyu,0.0,presto_pixel_ts,https://doi.org/10.11834/jrs.20233313,https://www.ygxb.ac.cn/rc-pub/front/front-article/download/45241434/lowqualitypdf/遥感基础模型发展综述与未来设想.pdf,http://dx.doi.org/10.11834/jrs.20233313,https://openalex.org/W4389494887,True
Analysing Fire Propagation Models: A Case Study on FARSITE for Prolonged Wildfires,2025,4,10.3390/fire8050166,Fire,Leonardo Martins; Rui Valente de Almeida; António Maia,0.0,prithvi,https://doi.org/10.3390/fire8050166,https://www.mdpi.com/2571-6255/8/5/166/pdf?version=1745393830,https://doi.org/10.3390/fire8050166,https://openalex.org/W4409695208,True
Multi-Sensor Model for Earth Observation Robust to Missing Data via Sensor Dropout and Mutual Distillation,2025,1,10.1109/access.2025.3568706,IEEE Access,Francisco Mena; Dino Ienco; Cássio F. Dantas,0.0,presto_pixel_ts,https://doi.org/10.1109/access.2025.3568706,https://doi.org/10.1109/access.2025.3568706,https://doi.org/10.1109/access.2025.3568706,https://openalex.org/W4410226586,True
The role of open-source LLMs in shaping the future of GeoAI,2026,1,10.1080/19475683.2026.2630753,Annals of GIS,Xiao Huang; Zhengzhong Tu; Xinyue Ye,0.0,prithvi,https://doi.org/10.1080/19475683.2026.2630753,https://www.tandfonline.com/doi/pdf/10.1080/19475683.2026.2630753?needAccess=true,https://doi.org/10.1080/19475683.2026.2630753,https://openalex.org/W7128802424,True
"Mapping of Wild Olive Trees: the Range, Distribution and Basic Attributes of Wild Olive Trees in AI Baha, Saudi Arabia, Using Remote Sensing Technology",2021,0,10.53469/jissr.2021.08(12).37,Journal of Innovation and Social Science Research,,0.0,russian_olive,https://doi.org/10.53469/jissr.2021.08(12).37,https://doi.org/10.53469/jissr.2021.08(12).37,http://doi.org/10.53469/jissr.2021.08(12).37,https://openalex.org/W4206207666,True
